"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모"
"3000000","CDFE1230002015000001","2015-01-05","","04","취소/말소/만료/정지/중지","35","직권말소","2022-06-27","","","","","","110-510","서울특별시 종로구 동숭동 1-64 지하1층 ","서울특별시 종로구 대학로12길 10, 지하1층 (동숭동)","110-510","썸데이즈홀","2022-06-27 15:41:53","U","2022-06-29 02:40:00.0","","200163.910704146    ","453355.106177986    ","공연장","공연장","","0","","","","","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002019000001","2019-12-26","","03","폐업","03","폐업","2020-12-11","","","","02-777-4700","","","서울특별시 중구 을지로1가 63 그레뱅뮤지엄 2층 ","서울특별시 중구 을지로 23, 그레뱅뮤지엄 2층 (을지로1가)","04523","그레뱅홀","2022-04-25 09:15:54","U","2022-04-27 02:40:00.0","","198199.284129059    ","451562.060027035    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001985000002","1985-04-15","","03","폐업","03","폐업","2014-10-27","","","","","","100-130","서울특별시 중구 순화동 7번지 ","서울특별시 중구 서소문로 88 (순화동)","","호암아트홀","2014-10-28 09:09:10","I","2018-08-31 23:59:59.0","","197375.183833059    ","451036.59540776     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002022000001","2022-12-01","","03","폐업","03","폐업","2024-12-31","","","","02-753-3353","","","서울특별시 중구 정동 32-1 이화여자고등학교 ","서울특별시 중구 정동길 26, 이화여자고등학교 (정동)","04516","이화여고 100주년기념관(화암홀)","2025-01-23 18:26:33","U","2025-01-25 02:40:00.0","","197396.958791381    ","451509.63614311     ","공연장","공연장","","2","학교정화(절대)","","","교육연구시설","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001956000001","1956-04-21","","03","폐업","03","폐업","2000-01-06","","","","","","100-849","서울특별시 중구 을지로4가 310-0번지 ","서울특별시 중구 을지로 164  (을지로4가)","","(주)국도극장","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199603.040706779    ","451543.643423302    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001956000002","1956-06-18","","03","폐업","03","폐업","2000-06-27","","","","","","100-863","서울특별시 중구 충무로4가 125번지 ","","","대한극장","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199538.324142749    ","451030.247845607    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001973000003","1973-10-17","","03","폐업","03","폐업","2022-06-30","","","","2280-4051","","100-857","서울특별시 중구 장충동2가 산 14-67 ","서울특별시 중구 장충단로 59 (장충동2가)","","국립중앙극장 별오름극장","2022-07-07 16:27:04","U","2022-07-12 02:40:00.0","","199941.904968023    ","450066.837234924    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001975000002","1975-05-17","","03","폐업","03","폐업","2016-12-09","","","","319-8020","","100-031","서울특별시 중구 저동1가 20-6번지 ","서울특별시 중구 삼일대로9길 12 (저동1가)","100-031","삼일로창고극장","2016-12-09 14:52:46","I","2018-08-31 23:59:59.0","","198862.290820926    ","451238.754820549    ","공연장","공연장","상업지역","3","기타","","","근린생활시설","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002015000002","2015-08-21","","03","폐업","03","폐업","2018-10-10","","","","02-752-3353","","","서울특별시 중구 정동 32-1 ","서울특별시 중구 정동길 26 (정동, 심슨기념관)","04516","이화여고 100주년기념관","2023-01-19 15:13:09","U","2023-01-21 02:40:00.0","","197396.958791381    ","451509.63614311     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001997000004","1997-03-01","","03","폐업","03","폐업","2016-12-09","","","","2274-0161","","100-391","서울특별시 중구 장충동1가 26-6번지 ","서울특별시 중구 장충단로 204 (장충동1가)","","여해문화공간","2016-12-09 11:34:19","I","2018-08-31 23:59:59.0","","200567.94573577     ","451205.32367165     ","공연장","공연장","상업지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002015000004","2015-11-25","","03","폐업","03","폐업","2016-02-23","","","","02-3396-4120","","","서울특별시 중구 을지로6가 18-14번지 ","서울특별시 중구 을지로39길 40, 3층 (을지로6가, 구민회관)","04563","중구구민회관 대강당","2016-02-24 09:31:29","I","2018-08-31 23:59:59.0","","200461.223528919    ","451808.563758166    ","공연장","공연장","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002015000005","2015-11-25","","03","폐업","03","폐업","2016-02-23","","","","02-3396-4120","","","서울특별시 중구 을지로6가 18-14번지 ","서울특별시 중구 을지로39길 40, 1층 (을지로6가, 구민회관)","04563","중구구민회관 소강당","2016-02-24 09:32:09","I","2018-08-31 23:59:59.0","","200461.223528919    ","451808.563758166    ","공연장","공연장","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002017000002","2017-09-29","","03","폐업","03","폐업","2022-03-03","","","","02-3701-1114","","","서울특별시 중구 정동 22 ","서울특별시 중구 정동길 3, 2층 4관호 (정동)","04518","경향아트힐4관","2022-03-11 09:28:19","U","2022-03-13 02:40:00.0","","197279.328436862    ","451765.426505347    ","공연장","공연장","","20","","","","","18","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001998000007","1998-12-17","","03","폐업","03","폐업","2018-04-30","","","","","","100-857","서울특별시 중구 장충동2가 산 5-19번지 ","","","클럽이오이사","2018-05-03 15:45:21","I","2018-08-31 23:59:59.0","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002000000023","2000-08-11","","03","폐업","03","폐업","2018-08-30","","","","02-371-8380","","","서울특별시 중구 회현동1가 204번지 ","서울특별시 중구 남대문시장10길 2, 10, 11층 (회현동1가, 메사빌딩)","04529","신세계 메사홀","2018-09-03 14:06:43","U","2018-09-03 23:59:59.0","","198129.435542814    ","450900.239718295    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001995000016","1995-10-25","","03","폐업","03","폐업","1996-09-05","","","","","","100-863","서울특별시 중구 충무로4가 120-3번지 ","서울특별시 중구 퇴계로 217  (충무로4가)","","한국문화예술단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199571.599470393    ","451124.851387624    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002009000003","2009-11-19","","03","폐업","03","폐업","2021-12-31","","","","2274-2424","","100-300","서울특별시 중구 초동 18-5 6층 ","서울특별시 중구 마른내로 47, 6층 (초동)","100-300","명보아트홀(하람홀)","2022-02-25 09:41:11","U","2022-02-27 02:40:00.0","","199332.29889394     ","451378.467998728    ","공연장","공연장","상업지역","11","기타","","","근린생활시설","7","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002012000001","2012-04-03","","03","폐업","03","폐업","2014-06-19","","","","02-720-0750","","100-392","서울특별시 중구 장충동2가 190-10번지 ","서울특별시 중구 동호로 272 (장충동2가)","100-392","스테이지팩토리홀(Stagefactory Hall)","2014-06-19 18:14:04","I","2018-08-31 23:59:59.0","","200263.363740556    ","450782.418260174    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002012000002","2012-10-23","","03","폐업","03","폐업","2015-09-22","","","","554-0103","","100-702","서울특별시 중구 정동 22번지 경향신문사 2F (주)해라 ","서울특별시 중구 정동길 3, 2층 (정동, (주)해라)","100-702","경향아트힐 4관[(주)보보스컴퍼니]","2015-09-22 14:59:56","I","2018-08-31 23:59:59.0","","197279.328436862    ","451765.426505347    ","공연장","공연장","상업지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002012000003","2012-11-26","","03","폐업","03","폐업","2016-03-16","","","","070-4070-8055","","","서울특별시 중구 정동 22번지 ","서울특별시 중구 정동길 3, 2층 (정동, 경향신문사건물)","04518","경향아트힐 4관","2016-03-16 15:48:40","I","2018-08-31 23:59:59.0","","197279.328436862    ","451765.426505347    ","공연장","공연장","상업지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002013000002","2013-08-14","","03","폐업","03","폐업","2016-03-15","","","","02-722-3995","","100-702","서울특별시 중구 정동 22번지 경향신문사 경향아트힐 ","서울특별시 중구 정동길 3 (정동)","100-702","JUMP 전용극장","2016-03-15 18:31:47","I","2018-08-31 23:59:59.0","","197279.328436862    ","451765.426505347    ","공연장","공연장","상업지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001985000001","1985-04-15","","03","폐업","03","폐업","2014-10-28","","","","","","100-130","서울특별시 중구 순화동 7번지 ","서울특별시 중구 서소문로 88 (순화동)","","호암아트홀","2014-10-28 09:08:27","I","2018-08-31 23:59:59.0","","197375.183833059    ","451036.59540776     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001994000039","1994-11-30","","01","영업/정상","13","영업중","","","","","","","100-856","서울특별시 중구 장충동2가 202번지 ","서울특별시 중구 동호로 249  (장충동2가)","","호텔신라","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200463.625303538    ","450497.460903907    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001992000015","1992-07-20","","01","영업/정상","13","영업중","","","","","","","100-120","서울특별시 중구 정동 1-54번지 ","서울특별시 중구 덕수궁길 116-1  (정동)","","한국문예교류협악회","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","197636.196778725    ","451714.027699327    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001990000033","1990-11-12","","01","영업/정상","13","영업중","","","","","","","100-151","서울특별시 중구 충정로1가 58-1번지 ","","","예음문화재단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","197183.918975215    ","451720.396597       ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001991000014","1991-11-25","","01","영업/정상","13","영업중","","","","","","","100-120","서울특별시 중구 정동 11-3번지 ","서울특별시 중구 정동길 35  (정동)","","예술세계","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","197489.820082993    ","451531.255928052    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002000000007","2000-01-27","","01","영업/정상","13","영업중","","","","","","","100-850","서울특별시 중구 을지로6가 17-2번지 ","서울특별시 중구 장충단로13길 20  (을지로6가)","","(주)엠엠시네마(7관)","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200613.510297669    ","451817.515366883    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000018","1993-10-11","","01","영업/정상","13","영업중","","","","","","","100-272","서울특별시 중구 필동2가 16-9번지 ","","","동원이벤트포토피아","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199437.720727547    ","450939.451952622    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002020000001","2020-05-15","","01","영업/정상","13","영업중","","","","","02-2288-2864","","","서울특별시 중구 을지로4가 323 ","서울특별시 중구 을지로 170, 을지트윈타워 서관 3층 (을지로4가)","04548","푸르지오아트홀","2023-02-17 13:22:06","U","2023-02-19 02:40:00.0","","199693.302714092    ","451535.867322585    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230002022000002","2022-12-19","","01","영업/정상","13","영업중","","","","","02-3789-8936","","","서울특별시 중구 순화동 217 덕수궁롯데캐슬 ","서울특별시 중구 서소문로9길 28, 201동 125~127호 (순화동, 덕수궁롯데캐슬)","04516","서울 예주랑 호라이어스홀","2022-12-19 08:19:43","I","2022-12-21 00:40:12.0","","197312.655183004    ","451257.223181993    ","공연장","공연장","","1","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001996000023","1996-11-12","","01","영업/정상","13","영업중","","","","","","","100-273","서울특별시 중구 필동3가 25-5번지 통일빌딩 203호","","","예솔기획","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000012","1993-04-30","","01","영업/정상","13","영업중","","","","","","","100-021","서울특별시 중구 명동1가 1-1번지 YMCA ","","","에델바이스요들러클럽","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","198705.527320268    ","451401.164804367    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000013","1993-05-13","","01","영업/정상","13","영업중","","","","","","","100-890","서울특별시 중구 신당동 304-412번지 ","서울특별시 중구 청구로10길 3  (신당동)","","또래예술단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","201048.131170193    ","450958.330616529    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000014","1993-08-18","","01","영업/정상","13","영업중","","","","","","","100-828","서울특별시 중구 신당동 358-9번지 ","서울특별시 중구 동호로 197  (신당동)","","신한예술단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200780.728387367    ","450368.465903956    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000015","1993-09-25","","01","영업/정상","13","영업중","","","","","","","100-826","서울특별시 중구 신당동 340-119번지 영상빌딩 ","서울특별시 중구 다산로22길 6  (신당동,영상빌딩)","","한국공연예술매니저","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","201049.304234308    ","450590.317238887    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000016","1993-10-02","","01","영업/정상","13","영업중","","","","","","","100-042","서울특별시 중구 남산동2가 31-1번지 ","서울특별시 중구 퇴계로20길 2  (남산동2가)","","서상철과그의가무단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","198644.069040474    ","450827.86176286     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001996000024","1996-11-20","","01","영업/정상","13","영업중","","","","","","","100-250","서울특별시 중구 예장동 8-3번지 ","서울특별시 중구 소파로2길 10  (예장동)","","예전무용단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","198817.114277587    ","450514.417668384    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001997000001","1997-02-04","","01","영업/정상","13","영업중","","","","","","","100-391","서울특별시 중구 장충동1가 38-84번지 ","서울특별시 중구 장충단로8길 49  (장충동1가)","","사단법인한국여성민우","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200740.096872407    ","451102.129426775    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001997000002","1997-04-03","","01","영업/정상","13","영업중","","","","","","","100-120","서울특별시 중구 정동 15-5번지 ","서울특별시 중구 정동길 21-15  (정동)","","중원산업","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","197365.094626051    ","451701.65750808     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001994000041","1994-12-12","","01","영업/정상","13","영업중","","","","","","","100-713","서울특별시 중구 충무로4가 120-3번지 진양상가 455호","서울특별시 중구 퇴계로 217,  455호 (충무로4가,진양상가)","","(주)한맥엔터레인먼트","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199571.599470393    ","451124.851387624    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001994000042","1994-12-26","","01","영업/정상","13","영업중","","","","","","","100-162","서울특별시 중구 봉래동2가 122-11번지 ","서울특별시 중구 한강대로 405  (봉래동2가)","","서울역프라자극장","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","197229.761422932    ","450418.159244379    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001992000025","1992-12-04","","01","영업/정상","13","영업중","","","","","","","100-450","서울특별시 중구 신당동 302-4번지 신동화빌딩 221호","","","극단하늘","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","201237.097980528    ","451217.38904764     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000001","1993-01-06","","01","영업/정상","13","영업중","","","","","","","100-120","서울특별시 중구 정동 22번지 ","서울특별시 중구 정동길 3  (정동)","","(주)방송문화이벤트","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","197279.328436862    ","451765.426505347    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000002","1993-02-04","","01","영업/정상","13","영업중","","","","","","","100-856","서울특별시 중구 장충동2가 193-68번지 ","서울특별시 중구 동호로25길 38-5  (장충동2가)","","서안사호텔앰버서더","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200083.639086191    ","450811.733064203    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000003","1993-02-09","","01","영업/정상","13","영업중","","","","","","","100-300","서울특별시 중구 초동 19-4번지 ","서울특별시 중구 마른내로 41  (초동)","","시네아스트극장","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199267.107878626    ","451366.77906293     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000004","1993-02-09","","01","영업/정상","13","영업중","","","","","","","100-300","서울특별시 중구 초동 19-4번지 ","서울특별시 중구 마른내로 41  (초동)","","씨네아스트극장","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199267.107878626    ","451366.77906293     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000005","1993-02-12","","01","영업/정상","13","영업중","","","","","","","100-835","서울특별시 중구 신당동 432-695번지 신영빌딩 506호","서울특별시 중구 다산로 69,  506호 (신당동,신영빌딩)","","세실예술기획","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200575.583988866    ","449825.425393315    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000006","1993-03-05","","01","영업/정상","13","영업중","","","","","","","100-180","서울특별시 중구 다동 170-1번지 ","서울특별시 중구 다동길 16  (다동)","","앰파이어가무단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","198178.211981516    ","451722.239559759    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000007","1993-03-15","","01","영업/정상","13","영업중","","","","","","","100-846","서울특별시 중구 을지로3가 320-16번지 ","서울특별시 중구 을지로12길 15  (을지로3가)","","코스텔","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199148.567647191    ","451476.464969901    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000008","1993-03-17","","01","영업/정상","13","영업중","","","","","","","100-380","서울특별시 중구 묵정동 18번지 대학문화원 301호","","","한국청소년예술연맹","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000009","1993-03-18","","01","영업/정상","13","영업중","","","","","","","100-842","서울특별시 중구 을지로1가 50번지 삼성빌딩 6층동 ","서울특별시 중구 을지로 19, 6층동 (을지로1가,삼성빌딩)","","(주)제일기획","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","198160.420312313    ","451559.18425686     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000010","1993-03-30","","01","영업/정상","13","영업중","","","","","","","100-826","서울특별시 중구 신당동 340-67번지 ","서울특별시 중구 다산로18길 8  (신당동)","","연예인환경보호협회","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","201016.395129662    ","450511.377899639    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000011","1993-04-12","","01","영업/정상","13","영업중","","","","","","","100-412","서울특별시 중구 광희동2가 303-1번지 ","서울특별시 중구 장충단로8가길 18-11  (광희동2가)","","사단법인 자행회","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200678.056441636    ","451229.219474808    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000017","1993-10-04","","01","영업/정상","13","영업중","","","","","","","100-857","서울특별시 중구 장충동2가 산 5-19번지 ","","","사단법인예지원","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000019","1993-11-15","","01","영업/정상","13","영업중","","","","","","","100-834","서울특별시 중구 신당동 374-10번지 ","서울특별시 중구 다산로 131  (신당동)","","세실뮤직가무단","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200885.298839042    ","450378.984261156    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000020","1993-11-18","","01","영업/정상","13","영업중","","","","","","","100-380","서울특별시 중구 묵정동 18-27번지 ","서울특별시 중구 동호로27길 30  (묵정동)","","한국현대춤협회","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","200122.236694315    ","450936.131009737    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000021","1993-12-02","","01","영업/정상","13","영업중","","","","","","","100-282","서울특별시 중구 인현동2가 73-1번지 ","서울특별시 중구 마른내로 71  (인현동2가)","","히파이브","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199550.506270874    ","451392.219693582    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001993000022","1993-12-08","","01","영업/정상","13","영업중","","","","","","","100-862","서울특별시 중구 충무로4가 132-2번지 ","서울특별시 중구 퇴계로 209-7  (충무로4가)","","극단 서울무대","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","199478.001439012    ","451060.792273952    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001994000027","1994-08-24","","01","영업/정상","13","영업중","","","","","","","100-888","서울특별시 중구 신당동 233-93번지 ","서울특별시 중구 다산로 221-1  (신당동)","","환경보전문화예술협회","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","201263.571369596    ","451193.782858682    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001962000001","1962-07-09","","01","영업/정상","13","영업중","","","","","","","100-300","서울특별시 중구 초동 41번지 ","","","스카라극장","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001962000002","1962-04-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 예장동 8-19 ","서울특별시 중구 소파로 138 (예장동)","04628","남산드라마센터","2022-09-20 11:38:59","U","2022-09-22 02:40:00.0","","198901.065845114    ","450743.17470197     ","공연장","공연장","상업지역","5","기타","","","근린생활시설","5","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001967000001","1967-03-01","","01","영업/정상","13","영업중","","","","","","","100-810","서울특별시 중구 명동2가 50-13번지 ","서울특별시 중구 명동길 30  (명동2가)","","코리아극장1관","2003-02-11 18:21:03","I","2018-08-31 23:59:59.0","","198513.745681294    ","451255.781690346    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3010000","CDFE1230001973000001","1973-10-17","","01","영업/정상","13","영업중","","","","","2280-4051","","100-857","서울특별시 중구 장충동2가 산 14-67 ","서울특별시 중구 장충단로 59 (장충동2가)","","국립중앙극장 해오름극장","2023-07-07 09:39:46","U","2023-07-09 02:40:00.0","","199941.904968023    ","450066.837234924    ","공연장","공연장","상업지역","3","기타","","","문화시설","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
