"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명"
"3020000","CDFF4220002017000005","2017-07-14","","01","영업/정상","13","영업중","","","","","02-2012-3002","","","서울특별시 용산구 한강로3가 40-961 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","04377","씨지브이 용산아이파크몰 제15관","2021-04-14 17:41:10","U","2021-04-16 02:40:00.0","","196864.360553566    ","447707.403309726    ","영화상영관","","","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20170714",""
"3020000","CDFF4220002004000006","2004-10-07","","01","영업/정상","13","영업중","","","","","02-2012-3002","","","서울특별시 용산구 한강로3가 40-999 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","04377","씨지브이 용산아이파크몰 제5관","2024-06-18 09:48:44","U","2024-06-20 02:40:00.0","","196762.077394917    ","447480.039577359    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20041007",""
"3020000","CDFF4220002002000004","2002-12-16","","01","영업/정상","13","영업중","","","","","02-3470-3493","","","서울특별시 용산구 한강로3가 16-9 4~5층 ","서울특별시 용산구 청파로 74, 4~5층 (한강로3가)","04372","롯데시네마 용산 제4관","2024-06-10 14:55:45","U","2024-06-12 02:40:00.0","","196370.746398773    ","447841.698787531    ","영화상영관","영화상영관","0","","","0","7","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20021216",""
"3020000","CDFF4220002002000005","2002-12-16","","01","영업/정상","13","영업중","","","","","02-3470-3493","","","서울특별시 용산구 한강로3가 16-9 4~5층 ","서울특별시 용산구 청파로 74, 4~5층 (한강로3가)","04372","롯데시네마 용산 제5관","2024-06-10 14:56:41","U","2024-06-12 02:40:00.0","","196370.746398773    ","447841.698787531    ","영화상영관","영화상영관","0","","","0","7","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20021216",""
"3020000","CDFF4220002004000007","2004-10-07","","01","영업/정상","13","영업중","","","","","02-2012-3002","","","서울특별시 용산구 한강로3가 40-999 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","04377","씨지브이 용산아이파크몰 제6관","2021-04-14 17:31:29","U","2021-04-16 02:40:00.0","","196762.077394917    ","447480.039577359    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041007",""
"3020000","CDFF4220002017000002","2017-07-14","","01","영업/정상","13","영업중","","","","","02-2012-3002","","","서울특별시 용산구 한강로3가 40-961 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","04377","씨지브이 용산아이파크몰 제12관","2021-04-14 17:33:01","U","2021-04-16 02:40:00.0","","196864.360553566    ","447707.403309726    ","영화상영관","","","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20170714",""
"3020000","CDFF4220002002000002","2002-12-16","","01","영업/정상","13","영업중","","","","","02-3470-3493","","","서울특별시 용산구 한강로3가 16-9 4~5층 ","서울특별시 용산구 청파로 74, 4~5층 (한강로3가)","04372","롯데시네마 용산 제2관","2024-06-10 14:52:07","U","2024-06-12 02:40:00.0","","196370.746398773    ","447841.698787531    ","영화상영관","영화상영관","0","","","0","7","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20021216",""
"3020000","CDFF4220002002000003","2002-12-16","","01","영업/정상","13","영업중","","","","","02-3470-3493","","","서울특별시 용산구 한강로3가 16-9 4~5층 ","서울특별시 용산구 청파로 74, 4~5층 (한강로3가)","04372","롯데시네마 용산 제3관","2024-06-10 14:54:03","U","2024-06-12 02:40:00.0","","196370.746398773    ","447841.698787531    ","영화상영관","영화상영관","0","","","0","7","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20021216",""
"3020000","CDFF4220002002000008","2002-12-16","","01","영업/정상","13","영업중","","","","","02-3470-3493","","","서울특별시 용산구 한강로3가 16-9 4~5층 ","서울특별시 용산구 청파로 74, 4~5층 (한강로3가)","04372","롯데시네마 용산 제8관","2024-06-10 15:00:33","U","2024-06-12 02:40:00.0","","196370.746398773    ","447841.698787531    ","영화상영관","영화상영관","","","","","7","3","","","","","","","","","","","","","","","","","","","","영화관","","20021216",""
"3020000","CDFF4220002004000001","2004-10-07","","01","영업/정상","13","영업중","","","","","02-2012-3002","","","서울특별시 용산구 한강로3가 40-999 ","서울특별시 용산구 한강대로23길 55 (한강로3가, 현대아이파크몰 6층)","04377","씨지브이 용산아이파크몰 제1관","2021-04-14 17:30:03","U","2021-04-16 02:40:00.0","","196762.077394917    ","447480.039577359    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20041007",""
"3020000","CDFF4220002002000006","2002-12-16","","01","영업/정상","13","영업중","","","","","02-3470-3493","","","서울특별시 용산구 한강로3가 16-9 4~5층 ","서울특별시 용산구 청파로 74, 4~5층 (한강로3가)","04372","롯데시네마 용산 제6관","2024-06-10 14:57:58","U","2024-06-12 02:40:00.0","","196370.746398773    ","447841.698787531    ","영화상영관","영화상영관","0","","","0","7","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20021216",""
"3020000","CDFF4220002017000007","2017-07-14","","01","영업/정상","13","영업중","","","","","02-2012-3002","","","서울특별시 용산구 한강로3가 40-961 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","04377","씨지브이 용산아이파크몰 제17관","2021-04-14 17:41:35","U","2021-04-16 02:40:00.0","","196864.360553566    ","447707.403309726    ","영화상영관","","","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20170714",""
"3020000","CDFF4220002017000006","2017-07-14","","01","영업/정상","13","영업중","","","","","02-2012-3002","","","서울특별시 용산구 한강로3가 40-961 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","04377","씨지브이 용산아이파크몰 제16관","2021-04-14 17:41:22","U","2021-04-16 02:40:00.0","","196864.360553566    ","447707.403309726    ","영화상영관","","","","","","","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20170714",""
"3030000","CDFF4220002019000005","2019-11-06","","03","폐업","03","폐업","2023-05-25","","","","02-3017-3693","","","서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 ","서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 5층 (성수동1가)","04778","메가박스중앙(주) 성수지점 5관","2023-11-08 16:46:51","U","2023-11-10 02:40:00.0","","203903.353552789    ","448846.820248719    ","영화상영관","","13","","","0","8","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20191106",""
"3030000","CDFF4220001991000001","1991-09-04","","03","폐업","03","폐업","2004-11-04","","","","463-1107","","133-832","서울특별시 성동구 성수동2가 281-30번지 ","서울특별시 성동구 광나루로 334  (성수동2가)","","동부극장","2004-11-06 09:19:56","I","2018-08-31 23:59:59.0","","205834.097987543    ","449525.919848315    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19910904",""
"3030000","CDFF4220002019000001","2019-11-06","","01","영업/정상","13","영업중","","","","","02-3017-3693","","","서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 ","서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)","04778","메가박스중앙(주) 성수지점 1관","2025-02-27 10:20:48","U","2025-03-01 02:40:00.0","","203903.353552789    ","448846.820248719    ","영화상영관","","13","","","0","8","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20191106",""
"3030000","CDFF4220002019000002","2019-11-06","","01","영업/정상","13","영업중","","","","","02-3017-3693","","","서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 ","서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)","04778","메가박스중앙(주) 성수지점 2관","2025-02-27 10:20:48","U","2025-03-01 02:40:00.0","","203903.353552789    ","448846.820248719    ","영화상영관","","13","","","0","8","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20191106",""
"3030000","CDFF4220002019000003","2019-11-06","","01","영업/정상","13","영업중","","","","","02-3017-3693","","","서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 ","서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)","04778","메가박스중앙(주)성수지점 Dolby Atmos관","2025-02-27 10:20:48","U","2025-03-01 02:40:00.0","","203903.353552789    ","448846.820248719    ","영화상영관","","13","","","0","8","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20191106",""
"3030000","CDFF4220002019000004","2019-11-06","","01","영업/정상","13","영업중","","","","","02-3017-3693","","","서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 ","서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)","04778","메가박스중앙(주) 성수지점 4관","2025-02-27 10:20:48","U","2025-03-01 02:40:00.0","","203903.353552789    ","448846.820248719    ","영화상영관","","13","","","0","8","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20191106",""
"3030000","CDFF4220002019000006","2019-11-06","","01","영업/정상","13","영업중","","","","","02-3017-3693","","","서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 ","서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)","04778","메가박스중앙(주) 성수지점 더부티크 101호","2025-02-27 10:20:48","U","2025-03-01 02:40:00.0","","203903.353552789    ","448846.820248719    ","영화상영관","","13","","","0","8","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20191106",""
"3030000","CDFF4220002019000007","2019-11-06","","01","영업/정상","13","영업중","","","","","02-3017-3693","","","서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어 ","서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)","04778","메가박스중앙(주) 성수지점 더부티크 102호","2025-02-27 10:20:48","U","2025-03-01 02:40:00.0","","203903.353552789    ","448846.820248719    ","영화상영관","","13","","","0","8","5","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20191106",""
"3030000","CDFF4220002008000009","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 9관","2024-08-23 15:22:21","U","2024-08-25 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","0","17","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20081226",""
"3030000","CDFF4220002008000005","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 5관","2021-04-27 10:18:28","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002008000003","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 3관","2021-04-27 10:19:37","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002008000004","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 4관","2021-04-27 10:19:11","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002008000006","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 6관","2021-04-27 10:17:33","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002008000007","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 7관","2021-04-27 10:16:57","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002008000001","2008-12-24","","01","영업/정상","13","영업중","","","","","02-2200-1667","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 1관","2021-04-27 10:20:59","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081224",""
"3030000","CDFF4220002008000002","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 2관","2021-04-27 10:20:23","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002008000010","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 10관","2021-04-27 10:13:20","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002008000008","2008-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)","04750","CGV 왕십리 8관","2021-04-27 10:16:16","U","2021-04-29 02:40:00.0","","203321.562330114    ","451001.868687869    ","영화상영관","영화상영관","20","","","","17","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20081226",""
"3030000","CDFF4220002005000001","2005-01-04","","04","취소/말소/만료/정지/중지","35","직권말소","2008-06-02","","","","463-1107","","133-832","서울특별시 성동구 성수동2가 281-30번지 ","서울특별시 성동구 광나루로 334  (성수동2가)","","동부극장","2008-06-16 09:54:16","I","2018-08-31 23:59:59.0","","205834.097987543    ","449525.919848315    ","영화상영관","영화상영관","5","","","","4","1","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20050104","준공업지역"
"3040000","CDFF4220002012000001","2012-05-11","","03","폐업","03","폐업","2022-08-25","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (아르떼관)","2022-09-13 09:02:38","U","2022-09-15 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002009000004","2009-07-23","","03","폐업","03","폐업","2010-05-13","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지 ","서울특별시 광진구 능동로 289  (군자동)","","CGV군자2","2010-05-13 13:32:28","I","2018-08-31 23:59:59.0","","206852.360928556    ","450393.660973724    ","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역"
"3040000","CDFF4220002007000005","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제2관)","2021-12-23 09:51:55","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002018000001","2018-01-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 9-4 몰오브케이 ","서울특별시 광진구 아차산로30길 26, 몰오브케이 3층 (자양동)","05072","CGV 건대입구 제1관","2021-04-26 18:30:10","U","2021-04-28 02:40:00.0","","205845.946723741    ","448616.847693458    ","영화상영관","","4","기타","","","4","3","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20180126","일반주거지역"
"3040000","CDFF4220002018000002","2018-01-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 9-4 몰오브케이 ","서울특별시 광진구 아차산로30길 26, 몰오브케이 3층 (자양동)","05072","CGV 건대입구 제2관","2021-04-26 18:32:40","U","2021-04-28 02:40:00.0","","205845.946723741    ","448616.847693458    ","영화상영관","","4","기타","","","4","3","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20180126","일반주거지역"
"3040000","CDFF4220002018000003","2018-01-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 9-4 몰오브케이 ","서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)","05072","CGV 건대입구 제3관","2021-04-26 18:33:43","U","2021-04-28 02:40:00.0","","205845.946723741    ","448616.847693458    ","영화상영관","","4","기타","","","4","3","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20180126","일반주거지역"
"3040000","CDFF4220002018000004","2018-01-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 9-4 몰오브케이 ","서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)","05072","CGV 건대입구 제4관","2021-04-26 18:34:29","U","2021-04-28 02:40:00.0","","205845.946723741    ","448616.847693458    ","영화상영관","","4","기타","","","4","3","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20180126","일반주거지역"
"3040000","CDFF4220002018000005","2018-01-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 9-4 몰오브케이 ","서울특별시 광진구 아차산로30길 26, 몰오브케이 4층 (자양동)","05072","CGV 건대입구 제5관","2021-04-26 18:35:07","U","2021-04-28 02:40:00.0","","205845.946723741    ","448616.847693458    ","영화상영관","","4","기타","","","4","3","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20180126","일반주거지역"
"3040000","CDFF4220002007000002","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제5관)","2021-12-23 09:50:55","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002007000003","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제6관)","2021-12-23 09:50:45","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002007000004","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제3관)","2021-12-23 09:51:45","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002007000006","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제1관)","2021-12-23 09:52:05","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002010000001","2010-12-23","","01","영업/정상","13","영업중","","","","","02-446-6579","","","서울특별시 광진구 화양동 1번지 건국대학교 예술문화대학 지하1층 ","","","KU시네마테크","2019-02-11 10:03:28","U","2019-02-13 02:40:00.0","","206445.881091692    ","448922.881688102    ","영화상영관","","10","학교정화(상대)","","","7","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20101223","관리지역"
"3040000","CDFF4220001998000005","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층 ","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제5관","2021-04-21 18:44:30","U","2021-04-23 02:40:00.0","","208394.416382167    ","448165.279999905    ","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327",""
"3040000","CDFF4220001998000006","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층 ","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제6관","2024-06-17 09:20:01","U","2024-06-19 02:40:00.0","","208394.416382167    ","448165.279999905    ","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327",""
"3040000","CDFF4220001998000007","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층 ","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제7관","2021-04-21 18:41:48","U","2021-04-23 02:40:00.0","","208394.416382167    ","448165.279999905    ","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327",""
"3040000","CDFF4220001998000008","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층 ","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제8관","2021-04-21 18:40:28","U","2021-04-23 02:40:00.0","","208394.416382167    ","448165.279999905    ","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327",""
"3040000","CDFF4220001998000009","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층 ","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제9관","2021-04-21 18:38:57","U","2021-04-23 02:40:00.0","","208394.416382167    ","448165.279999905    ","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327",""
"3040000","CDFF4220001998000010","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층 ","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제10관","2021-04-21 18:34:15","U","2021-04-23 02:40:00.0","","208394.416382167    ","448165.279999905    ","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327",""
"3040000","CDFF4220001998000011","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층 ","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변 11 CINE & FORET","2021-04-21 18:48:13","U","2021-04-23 02:40:00.0","","208394.416382167    ","448165.279999905    ","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327",""
"3040000","CDFF4220002007000001","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제4관)","2021-12-27 21:49:09","U","2021-12-29 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","0","기타","","0","3","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002007000007","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제7관)","2021-12-23 09:50:24","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002007000008","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제8관)","2021-12-23 09:51:35","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3220000","CDFF4220002000000001","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 Dolby Cinema","2025-02-17 09:46:39","U","2025-02-19 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3040000","CDFF4220002007000009","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (샤롯데관)","2021-12-23 09:50:35","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
"3040000","CDFF4220002007000010","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티 ","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제9관)","2021-12-23 09:51:15","U","2021-12-25 02:40:00.0","","206349.675048285    ","448396.939704285    ","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역"
